Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
1.997597583,-2.014361115,-2.985242157,-2.123933258
2.007591583,-2.490371246,-4.093687134,-4.80201416
2.017584583,-3.015628967,-5.441035309,-6.654561768
2.027577583,-3.667523346,-6.83793045,-4.02977005
2.037570583,-3.453618164,-9.22262146,-1.141675873
2.047564583,-3.406765594,-13.92344604,-2.511477356
2.057557583,-4.308490448,-19.79618362,-3.757935333
2.067550583,-6.100563812,-25.58075455,-3.375031586
2.077543583,-8.950337677,-29.27297653,-0.469124451
2.087536583,-13.01378769,-34.06496155,3.198249207
2.097530583,-15.9385556,-40.49124802,5.619613953
2.107523583,-11.19836288,-38.85694656,0.070353699
2.117516583,-8.163124695,-34.43334549,-5.361251221
2.127509583,-7.370522919,-31.77816696,-5.106181641
2.137503583,-5.250331879,-31.12702103,-2.491419067
2.147496583,-1.28238327,-29.74225067,-0.02335144
2.157489583,1.895208893,-25.93716339,-0.683778076
2.167482583,2.837050323,-21.77551758,-1.517244873
2.177476583,3.697012024,-17.35041962,-1.540446625
2.187469583,3.425027618,-13.07007065,-2.115999756
2.197462583,2.247875519,-9.938283234,-1.718127136
2.207455583,0.815354462,-7.724237366,-0.86819458
2.217448583,0.347277832,-5.49357605,-0.33814682
2.227442583,0.284109192,-3.845353546,-0.696501617
2.237435583,0.378113708,-2.272125092,-0.328716431
2.247428583,0.938248901,-1.053658905,2.373614044
2.257421583,0.600700836,0.322279816,0.686771851
2.267414583,-0.244741058,1.764830017,-0.107027435
2.277408583,0.263152771,3.802692261,-3.561543732
2.287401583,-0.089513855,5.316194916,-5.003046112
2.297394583,-0.573158112,6.091133423,-3.425925751
2.307387583,-0.790805511,5.840404816,-1.54329071
2.317381583,-0.705632629,5.053491211,-0.332159271
2.327374583,-0.532742157,4.244573364,0.486188965
2.337367583,-0.515677643,3.572620697,1.365610199
2.347360583,-0.520467682,2.375410309,1.966460724
2.357354583,-0.577050018,0.803379364,2.191442871
2.367347583,-0.661025391,-0.489332428,2.520159302
2.377340583,-0.521515503,-1.434616699,2.482288055
2.387333583,-0.317190399,-1.977537689,1.822460175
2.397326583,-0.142952728,-2.418071594,0.934656372
2.407320583,-0.143401794,-2.726580048,0.245040436
2.417313583,-0.327518921,-2.869532776,-0.240699463
2.427306583,-0.257314911,-3.060685272,-0.760718079
2.437299583,0.084574127,-3.322490845,-1.443747711
2.447293583,0.741408234,-3.466042328,-2.219734039
2.457286583,1.663191376,-3.585044861,-2.984194336
2.467279583,3.106040955,-3.968247986,-5.320685577
2.477272583,4.747826843,-5.391937408,-8.624016266
2.487265583,0.097597046,-8.20114563,-6.246809692
2.497259583,-6.657555542,-11.33697464,-0.217946777
2.507252583,-5.525908813,-13.74726242,-8.438252563
2.517245583,-5.319488068,-16.49000885,-6.799610138
2.527238583,-5.833070068,-18.78608414,0.841999054
2.537232583,-9.558223572,-24.41303284,2.590812378
2.547225583,-16.54973465,-40.841819,5.617069244
2.557218583,-20.49343369,-56.83590912,7.830516357
2.567211583,-7.175179138,-48.59300034,-5.556295624
2.577204583,-6.761589203,-39.29119354,-9.422006836
2.587198583,-5.283113708,-35.83278534,-4.309687958
2.597191583,0.729732513,-32.26360748,-0.081131287
2.607184583,4.519252167,-27.70319092,2.090852051
2.617177583,6.15579895,-22.54117538,2.510579224
2.627171583,5.812413025,-17.63722321,1.837279358
2.637164583,3.988006897,-14.34032913,0.164058838
2.647157583,1.825004883,-11.40029297,-0.724194031
2.657150583,0.215102692,-8.137677612,-1.494043121
2.667143583,-1.235381012,-5.159321136,-2.568808136
2.677137583,-2.127076721,-2.526745605,-4.142036591
2.687130583,-2.877017212,-0.452958069,-6.246510315
2.697123583,-3.270997925,1.280587006,-8.274044037
2.707116583,-2.615660706,2.892584839,-7.840096436
2.717110583,-2.045196991,3.940256195,-4.514462128
2.727103583,-1.072070618,4.996160431,-0.496966553
2.737096583,0.765059052,5.60120224,0.771795044
2.747089583,1.665436707,4.990771637,0.608334961
2.757083583,1.719324646,3.555107117,0.033081207
2.767076583,1.594633942,2.749781799,-0.328117676
2.777069583,1.079255676,2.575095062,0.077688446
2.787062583,0.339194641,2.339335327,0.548459473
2.797055583,0.006286926,2.040706329,0.805325317
2.807049583,0.259859619,1.857337646,1.388362885
2.817042583,0.443377991,1.044228516,2.242935791
2.827035583,0.604443054,0.052091675,2.734363861
2.837028583,0.936602325,-0.521665192,2.72508316
2.847021583,0.827030182,-1.434916077,2.223625946
2.857015583,0.65878006,-2.251767426,1.629511414
2.867008583,0.25626709,-2.649490356,1.424288177
2.877001583,-0.058079224,-2.753374329,0.977617035
2.886994583,-0.11705658,-2.681673431,0.218545532
2.896988583,-0.067060547,-2.565365295,-0.456400909
2.906981583,0.086520081,-2.410736847,-1.264121246
2.916974583,0.508642273,-2.129621429,-2.795885925
2.926967583,1.173110504,-2.156715088,-5.586383057
2.936961583,1.62756546,-2.640059967,-9.764644318
2.946954583,0.449215851,-4.076173553,-12.3871907
2.956947583,-4.052223358,-6.480024719,-7.893834686
2.966940583,-6.68824173,-9.559271393,-3.157533875
2.976933583,-7.10123291,-14.2080043,-3.703748016
2.986927583,-7.658524017,-20.66767136,-1.877545624
2.996920583,-7.924071808,-29.07404022,0.659378815
3.006913583,-12.10338089,-44.58343826,4.464466095
3.016906583,-17.06047256,-67.14182785,8.236771545
3.026900583,-6.064937897,-58.54490524,0.779578857
