"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.583206250E0,-1.730850677E0,1.160087585E0,-1.704954529E-1
3.593236250E0,-1.552571411E0,9.123527527E-1,-4.176315308E-2
3.603265250E0,-1.345551910E0,6.942562866E-1,2.782713318E-1
3.613295250E0,-1.181493073E0,5.463638306E-1,6.095324707E-1
3.623324250E0,-1.005159760E0,4.770579529E-1,9.078620911E-1
3.633353250E0,-7.324269104E-1,4.709207153E-1,1.386117554E0
3.643383250E0,-4.481680298E-1,4.644841003E-1,2.085163879E0
3.653412250E0,-3.002755737E-1,4.980143738E-1,2.717598724E0
3.663442250E0,-2.098635864E-1,5.544470215E-1,2.526895294E0
3.673471250E0,2.679428101E-2,5.525010681E-1,1.400487671E0
3.683500250E0,6.081852722E-1,3.149450684E-1,1.616638184E-1
3.693530250E0,1.134490814E0,-4.546046448E-1,-7.298822021E-1
3.703559250E0,6.456074524E-1,-1.670077057E0,4.260140991E-1
3.713588250E0,-2.531236267E-1,-2.991678772E0,2.847678223E0
3.723618250E0,-1.548080750E0,-4.096231842E0,4.771627350E0
3.733647250E0,-3.700005798E0,-6.337071991E0,8.479716339E0
3.743677250E0,-7.247478790E0,-1.070349197E1,1.014230896E1
3.753706250E0,-1.258822266E1,-2.134695877E1,7.741750946E0
3.763735250E0,-1.791384796E1,-3.276805847E1,5.883814545E0
3.773765250E0,-1.682725754E1,-3.782948318E1,5.115462341E0
3.783794250E0,-1.079644867E1,-3.438739105E1,4.050127716E0
3.793823250E0,-8.364006958E0,-2.278322205E1,3.523822174E0
3.803853250E0,-8.108188934E0,-1.421803345E1,8.147557068E-1
3.813882250E0,-6.965914307E0,-9.817035370E0,1.591939545E0
3.823912250E0,-5.403463440E0,-8.145910492E0,3.246299286E0
3.833941250E0,-6.095624084E0,-1.079420334E1,-7.936495972E-1
3.843970250E0,-8.965605927E0,-1.647054932E1,-9.735754395E-1
3.854000250E0,-1.152917496E1,-2.167133423E1,3.646267548E0
3.864029250E0,-1.275632309E1,-2.623908554E1,5.486840057E0
3.874058250E0,-1.153531219E1,-2.737956390E1,5.123994598E0
3.884088250E0,-8.272696838E0,-2.274415329E1,5.100942535E0
3.894117250E0,-5.526657257E0,-1.810275513E1,4.667743378E0
3.904147250E0,-3.743415527E0,-1.567570221E1,4.539609833E0
3.914176250E0,-2.378703461E0,-1.365505417E1,5.016069031E0
3.924205333E0,-1.672621765E0,-1.199949692E1,5.050647125E0
3.934235333E0,-1.650018768E0,-1.045785278E1,4.396507416E0
3.944264333E0,-1.595382385E0,-8.675209808E0,3.540437622E0
3.954293333E0,-1.608405304E0,-6.659501495E0,2.427052917E0
3.964323333E0,-1.602417755E0,-4.573140106E0,1.190773773E0
